temperature,humidity,rainfall_mm,wind_speed,crop_type,growth_stage,previous_pest_occurrence,pest_risk,pest_type
35.64,45.28,1.66,5.364,wheat,flowering,1,high,leaf_miner
35.38,46.21,8.2,6.3,wheat,flowering,1,high,leaf_miner
33.95,53.99,38.61,5.184,cotton,vegetative,0,medium,aphids
34.09,53.02,9.2,7.74,wheat,flowering,0,high,leaf_miner
31.65,64.28,23.57,8.1,cotton,seedling,0,medium,bollworm
30.53,68.92,19.34,8.928,wheat,maturity,1,high,leaf_miner
29.46,74.21,22.73,8.82,cotton,seedling,0,medium,whitefly
28.57,74.76,2.24,6.084,rice,seedling,0,medium,stem_borer
30.03,69.87,3.04,6.48,sugarcane,flowering,0,high,shoot_borer
30.72,68.09,1.05,6.5520000000000005,cotton,seedling,1,high,bollworm
31.32,67.06,2.32,5.22,cotton,flowering,0,high,bollworm
31.8,64.87,2.62,5.364,sugarcane,maturity,0,high,shoot_borer
32.56,62.75,1.66,4.212,cotton,maturity,0,high,bollworm
33.74,57.02,0.44,3.8880000000000003,cotton,seedling,1,high,aphids
34.46,50.77,2.47,4.752000000000001,wheat,vegetative,0,medium,leaf_miner
30.3,75.18,25.94,7.812,sugarcane,flowering,0,high,top_borer
29.48,79.26,8.93,7.344,rice,flowering,1,high,stem_borer
29.32,78.31,7.3,9.54,cotton,seedling,0,medium,whitefly
30.04,77.23,4.93,7.38,sugarcane,flowering,1,high,top_borer
29.54,80.08,5.85,6.336,wheat,flowering,0,high,stem_borer
31.23,70.11,0.51,5.688000000000001,rice,vegetative,0,high,stem_borer
30.65,70.02,4.35,6.372,sugarcane,vegetative,0,medium,top_borer
29.51,78.95,43.59,6.912,rice,seedling,0,high,stem_borer
29.82,79.89,19.99,4.212,rice,vegetative,1,high,stem_borer
29.62,78.06,1.2,4.6080000000000005,rice,seedling,0,medium,stem_borer
31.0,70.87,1.24,3.3120000000000003,cotton,maturity,1,high,whitefly
31.6,69.72,0.73,4.176,cotton,seedling,0,medium,bollworm
31.6,70.11,5.5,4.896000000000001,wheat,maturity,0,medium,stem_borer
28.95,80.02,11.56,7.596,wheat,seedling,0,medium,stem_borer
30.4,69.29,0.49,3.6,sugarcane,flowering,1,high,shoot_borer
30.77,71.54,11.16,5.004,wheat,vegetative,0,medium,stem_borer
29.93,77.75,3.8,6.803999999999999,rice,maturity,0,high,stem_borer
30.34,76.51,2.03,4.644,rice,seedling,0,high,stem_borer
30.85,75.75,30.78,4.212,cotton,vegetative,0,high,whitefly
31.01,75.76,9.55,4.824000000000001,rice,seedling,0,medium,stem_borer
29.91,78.66,0.83,6.228,sugarcane,vegetative,1,high,top_borer
29.38,81.48,4.03,5.508,rice,vegetative,0,medium,stem_borer
28.8,82.57,10.1,6.444,rice,seedling,1,high,stem_borer
26.84,88.45,57.34,9.0,sugarcane,maturity,0,high,pyrilla
26.99,84.27,46.42,5.904,wheat,maturity,1,high,aphids
28.35,79.02,1.23,3.06,wheat,flowering,1,high,stem_borer
28.1,78.46,0.0,4.896000000000001,sugarcane,vegetative,0,medium,top_borer
28.8,72.6,0.19,2.8800000000000003,cotton,flowering,1,high,whitefly
28.14,71.76,0.11,3.8520000000000003,rice,flowering,0,medium,stem_borer
28.85,69.94,6.93,2.556,sugarcane,seedling,1,high,shoot_borer
29.47,69.62,2.72,2.4120000000000004,rice,seedling,1,high,aphids
28.06,81.9,5.18,5.364,cotton,seedling,0,medium,whitefly
28.89,79.03,0.56,4.212,rice,vegetative,0,medium,stem_borer
30.21,72.46,0.01,1.872,sugarcane,seedling,0,medium,top_borer
30.82,72.34,1.11,2.484,rice,seedling,0,medium,stem_borer
30.62,73.9,13.39,2.736,wheat,vegetative,0,medium,stem_borer
30.3,74.89,2.13,2.8440000000000003,cotton,vegetative,0,medium,whitefly
30.84,72.19,1.24,2.988,cotton,maturity,0,high,whitefly
29.3,79.34,2.39,5.904,cotton,seedling,1,high,whitefly
29.56,73.7,0.18,3.168,sugarcane,seedling,0,medium,top_borer
30.35,71.87,0.95,3.168,cotton,seedling,0,medium,whitefly
29.62,77.6,34.13,3.492,wheat,maturity,0,high,stem_borer
29.52,78.49,10.5,3.744,sugarcane,seedling,0,medium,top_borer
30.13,76.7,0.31,3.528,wheat,maturity,0,high,stem_borer
30.35,72.88,0.05,2.7,rice,flowering,0,high,stem_borer
29.86,72.19,0.0,2.952,rice,maturity,1,high,stem_borer
29.97,69.88,0.0,4.284,rice,flowering,1,high,aphids
29.24,69.17,0.0,4.212,rice,seedling,0,medium,aphids
29.8,68.19,0.0,3.636,wheat,flowering,1,high,leaf_miner
29.63,68.56,1.58,4.896000000000001,sugarcane,maturity,0,medium,shoot_borer
29.53,72.27,0.29,5.184,sugarcane,vegetative,1,high,top_borer
30.07,68.88,1.36,3.9600000000000004,cotton,flowering,1,high,bollworm
29.51,69.49,3.52,3.3120000000000003,wheat,flowering,0,medium,leaf_miner
29.25,69.73,0.25,4.356,rice,seedling,0,medium,aphids
29.56,66.28,0.2,4.5360000000000005,wheat,maturity,0,medium,leaf_miner
28.59,65.32,0.36,4.752000000000001,cotton,flowering,0,medium,bollworm
26.94,75.91,1.34,8.388,cotton,flowering,1,high,whitefly
27.68,72.91,0.1,4.5,wheat,flowering,0,medium,aphids
28.48,66.58,0.0,2.988,wheat,flowering,1,high,leaf_miner
27.73,70.05,1.2,4.392,wheat,vegetative,1,high,aphids
27.9,69.75,0.07,3.3480000000000003,sugarcane,maturity,0,medium,shoot_borer
28.18,68.57,0.0,4.104,rice,seedling,1,high,aphids
28.75,67.48,0.15,3.8520000000000003,wheat,seedling,1,high,leaf_miner
28.14,72.12,6.74,4.428,wheat,vegetative,1,high,stem_borer
28.2,68.83,5.01,4.86,wheat,maturity,1,high,leaf_miner
25.97,82.04,40.05,6.336,cotton,flowering,1,high,whitefly
24.71,83.85,12.21,6.6240000000000006,cotton,vegetative,0,medium,aphids
25.17,79.18,2.72,2.8080000000000003,sugarcane,maturity,1,high,top_borer
25.45,76.46,0.99,3.204,rice,flowering,0,high,leaf_miner
25.48,74.94,0.02,2.988,sugarcane,vegetative,1,high,top_borer
25.16,74.92,2.79,2.664,rice,maturity,1,high,leaf_miner
22.84,80.4,0.36,2.556,cotton,seedling,0,low,none
22.83,78.38,0.0,5.364,cotton,seedling,0,low,none
22.87,76.89,0.03,4.968,cotton,maturity,0,medium,aphids
24.05,68.17,0.06,5.6160000000000005,sugarcane,seedling,0,low,none
24.77,61.4,0.07,3.168,wheat,maturity,0,medium,aphids
24.32,63.44,0.31,3.8880000000000003,wheat,flowering,1,high,aphids
24.44,64.81,0.0,3.708,cotton,maturity,1,high,aphids
24.96,60.36,0.0,3.204,wheat,flowering,1,high,aphids
24.43,63.38,0.0,3.3120000000000003,wheat,vegetative,0,medium,aphids
24.74,64.95,0.0,4.284,sugarcane,maturity,1,medium,shoot_borer
25.48,62.85,0.0,3.7800000000000002,rice,vegetative,1,high,leaf_miner
24.83,62.87,0.12,3.9960000000000004,cotton,seedling,0,low,none
24.44,59.13,0.05,3.672,cotton,flowering,0,medium,aphids
23.94,59.45,0.49,4.788,sugarcane,maturity,0,low,none
23.51,57.41,0.62,5.652,sugarcane,vegetative,1,high,pyrilla
23.32,58.08,0.32,6.048,wheat,flowering,0,medium,aphids
22.71,57.43,0.0,4.716,cotton,flowering,1,high,aphids
22.65,53.02,0.0,4.896000000000001,rice,seedling,0,low,none
22.8,50.97,0.0,5.688000000000001,sugarcane,seedling,1,medium,pyrilla
23.78,45.49,0.0,4.212,rice,flowering,0,medium,aphids
22.82,49.49,0.0,4.14,rice,flowering,0,medium,aphids
22.72,50.78,0.0,3.9960000000000004,cotton,maturity,0,low,none
22.48,52.64,0.0,4.176,cotton,flowering,0,medium,aphids
23.19,51.7,0.0,5.148,sugarcane,maturity,1,medium,pyrilla
23.88,50.03,0.0,3.456,cotton,flowering,0,medium,aphids
24.01,47.42,0.0,3.9600000000000004,cotton,seedling,1,medium,aphids
23.72,47.68,0.0,4.716,cotton,maturity,0,low,none
23.36,52.43,0.0,4.788,rice,vegetative,0,low,none
23.57,52.1,0.0,3.528,sugarcane,seedling,0,low,none
23.56,52.87,0.0,3.456,wheat,maturity,0,low,none
19.88,67.37,0.01,5.292,rice,maturity,1,medium,aphids
21.16,61.23,0.0,5.832000000000001,cotton,vegetative,0,low,none
22.5,50.34,0.0,5.22,rice,maturity,1,low,none
22.19,46.24,0.0,9.036,cotton,flowering,1,high,aphids
20.44,58.86,9.01,11.700000000000001,cotton,vegetative,0,low,none
20.55,60.07,1.52,5.22,rice,seedling,0,low,none
19.62,53.66,0.0,6.228,sugarcane,seedling,1,medium,pyrilla
19.1,44.59,0.0,4.14,cotton,flowering,1,high,aphids
18.96,44.91,0.0,2.52,sugarcane,seedling,1,low,none
19.28,42.41,0.0,2.952,wheat,maturity,0,low,none
19.14,51.02,0.0,4.14,cotton,maturity,1,medium,aphids
19.56,55.87,0.09,3.24,sugarcane,flowering,0,medium,pyrilla
17.7,73.8,0.09,6.588,sugarcane,seedling,1,medium,pyrilla
17.89,71.18,0.54,10.152,wheat,seedling,1,low,none
18.09,64.68,0.0,8.64,sugarcane,flowering,0,medium,pyrilla
18.48,57.34,0.0,4.788,sugarcane,vegetative,0,medium,pyrilla
19.17,49.41,0.0,3.024,wheat,seedling,0,low,none
19.74,43.23,0.0,2.484,cotton,vegetative,0,low,none
17.32,53.4,0.0,4.104,sugarcane,seedling,1,low,none
17.49,57.95,0.12,5.22,sugarcane,seedling,0,low,none
18.75,71.17,0.22,5.508,sugarcane,seedling,0,low,none
18.9,62.02,0.0,4.680000000000001,rice,seedling,0,low,none
18.23,50.43,0.0,3.564,wheat,maturity,1,medium,aphids
16.52,66.16,6.24,6.984,rice,vegetative,0,medium,aphids
15.22,81.77,4.78,6.156,wheat,vegetative,0,medium,aphids
17.64,77.29,4.23,5.688000000000001,cotton,seedling,0,medium,aphids
16.29,71.25,0.96,4.824000000000001,cotton,seedling,1,medium,aphids
15.11,65.48,0.0,3.9600000000000004,sugarcane,vegetative,1,high,pyrilla
15.83,52.5,0.0,3.744,wheat,maturity,0,low,none
15.67,50.66,0.0,4.032000000000001,cotton,flowering,0,medium,aphids
15.37,42.13,0.0,4.464,wheat,flowering,0,medium,leaf_miner
15.9,37.99,0.0,2.556,cotton,vegetative,0,low,none
15.33,41.84,0.0,2.8800000000000003,rice,seedling,0,low,none
14.41,49.64,0.0,4.86,cotton,seedling,1,low,none
15.39,47.21,0.0,4.032000000000001,rice,maturity,0,low,none
15.57,44.55,0.0,3.564,cotton,flowering,1,high,aphids
14.27,46.85,0.0,3.8520000000000003,sugarcane,maturity,0,low,none
14.53,42.48,0.0,3.42,rice,flowering,1,high,aphids
14.78,42.93,0.0,3.3480000000000003,cotton,vegetative,1,medium,aphids
12.16,72.96,2.7,4.104,sugarcane,flowering,0,medium,pyrilla
12.65,90.2,32.19,7.992000000000001,rice,maturity,0,medium,aphids
12.64,72.41,0.52,4.032000000000001,sugarcane,maturity,0,medium,pyrilla
11.47,71.77,0.0,4.86,wheat,maturity,0,low,none
10.58,70.27,0.0,5.256,wheat,vegetative,0,medium,aphids
10.63,62.61,0.0,5.508,rice,flowering,0,medium,aphids
11.03,52.13,0.0,3.8880000000000003,cotton,flowering,1,high,aphids
11.66,48.69,0.0,3.6,rice,maturity,0,low,none
13.07,55.83,0.0,5.6160000000000005,sugarcane,flowering,1,high,pyrilla
12.66,64.45,0.03,4.104,cotton,seedling,0,low,none
10.84,64.35,0.0,6.408,wheat,seedling,1,medium,aphids
10.99,52.63,0.0,4.176,cotton,seedling,0,low,none
9.89,53.53,0.0,4.32,wheat,flowering,1,high,aphids
8.89,58.88,0.0,5.724,cotton,vegetative,0,medium,aphids
8.95,54.55,0.0,5.22,cotton,vegetative,0,low,none
8.26,53.23,0.0,3.708,cotton,vegetative,0,low,none
7.55,50.34,0.0,4.248,sugarcane,vegetative,0,low,none
7.49,54.72,0.0,4.212,sugarcane,seedling,0,low,none
8.7,54.55,0.0,3.168,rice,seedling,0,low,none
7.87,57.46,0.0,4.32,rice,maturity,0,medium,aphids
9.49,56.4,0.0,4.6080000000000005,wheat,flowering,1,high,aphids
11.34,56.59,0.0,3.9240000000000004,sugarcane,flowering,0,medium,pyrilla
12.2,59.36,0.0,4.644,wheat,vegetative,0,low,none
12.46,54.75,0.35,3.564,rice,seedling,1,medium,aphids
11.03,62.32,0.09,4.752000000000001,wheat,vegetative,0,medium,aphids
10.4,79.52,7.26,5.364,rice,maturity,0,medium,aphids
11.22,90.47,8.45,3.9960000000000004,sugarcane,flowering,0,medium,pyrilla
10.44,80.31,4.31,4.716,cotton,flowering,1,high,aphids
8.21,69.97,0.0,5.904,sugarcane,vegetative,1,high,pyrilla
8.19,56.6,0.0,6.408,wheat,maturity,1,high,aphids
10.06,47.57,0.0,4.644,wheat,flowering,0,medium,leaf_miner
13.04,49.07,0.02,4.356,sugarcane,maturity,1,medium,pyrilla
9.91,78.14,23.28,6.516,sugarcane,maturity,0,medium,pyrilla
9.76,80.62,0.03,2.8440000000000003,rice,vegetative,0,medium,aphids
9.5,75.09,0.0,3.456,wheat,seedling,0,medium,aphids
10.28,70.58,0.24,3.8520000000000003,wheat,vegetative,0,medium,aphids
11.41,63.57,0.02,2.4480000000000004,sugarcane,seedling,0,low,none
11.25,70.02,0.29,3.564,cotton,maturity,0,low,none
10.25,76.34,0.0,4.716,wheat,seedling,0,low,none
10.22,70.66,0.02,3.564,cotton,maturity,0,low,none
11.05,64.14,0.13,4.5,sugarcane,flowering,1,high,pyrilla
10.61,67.15,0.0,5.328,sugarcane,flowering,0,medium,pyrilla
9.34,70.84,0.0,7.272,rice,flowering,1,high,aphids
9.64,60.29,0.0,6.66,wheat,vegetative,0,low,none
12.76,49.62,0.0,2.3400000000000003,cotton,vegetative,1,medium,aphids
13.39,59.27,0.0,4.14,rice,maturity,0,medium,aphids
13.21,72.98,1.63,5.688000000000001,wheat,flowering,0,medium,aphids
11.71,89.51,10.95,11.700000000000001,rice,vegetative,0,medium,aphids
11.64,79.02,0.52,6.48,sugarcane,flowering,0,high,pyrilla
10.6,75.17,0.0,5.436,wheat,vegetative,1,high,aphids
10.86,66.49,0.0,3.672,rice,seedling,0,low,none
10.53,64.05,0.03,4.32,rice,seedling,0,low,none
10.66,68.08,0.0,5.652,cotton,flowering,1,high,aphids
11.53,59.76,0.0,3.492,rice,maturity,1,high,aphids
10.1,64.46,0.0,5.688000000000001,wheat,vegetative,0,medium,aphids
9.95,70.06,0.0,5.292,wheat,vegetative,0,medium,aphids
11.79,56.11,0.0,2.988,cotton,seedling,0,medium,aphids
11.14,57.79,0.0,3.9960000000000004,wheat,seedling,0,low,none
11.94,57.32,0.0,4.428,sugarcane,maturity,0,low,none
12.74,55.17,0.0,3.9240000000000004,wheat,maturity,1,high,aphids
13.33,53.9,0.0,4.428,wheat,maturity,0,low,none
13.81,56.09,0.0,4.068,rice,flowering,0,medium,aphids
15.08,62.73,0.0,6.9479999999999995,rice,seedling,0,low,none
17.33,68.75,0.0,7.956,wheat,flowering,1,high,aphids
15.46,64.37,0.0,8.352,cotton,seedling,1,medium,aphids
14.47,53.68,0.0,6.588,rice,seedling,0,low,none
16.87,41.52,0.0,4.428,cotton,vegetative,1,medium,aphids
16.25,40.2,0.0,5.5440000000000005,wheat,seedling,0,low,none
16.59,39.05,0.0,4.788,wheat,seedling,0,low,none
16.63,41.9,0.0,14.076,sugarcane,flowering,0,low,none
17.85,50.63,1.67,11.808,rice,seedling,0,low,none
15.32,70.75,0.52,9.9,wheat,flowering,0,medium,aphids
16.05,69.14,0.0,5.148,sugarcane,maturity,1,medium,pyrilla
17.3,64.5,0.01,4.788,rice,seedling,0,low,none
17.77,59.66,0.15,4.824000000000001,wheat,seedling,1,medium,aphids
18.09,57.02,0.0,4.068,wheat,flowering,0,medium,aphids
18.65,56.32,0.0,4.752000000000001,rice,maturity,0,low,none
17.73,61.42,0.0,6.048,rice,vegetative,0,low,none
18.21,63.96,2.7,10.584,rice,maturity,0,low,none
18.11,69.06,6.41,9.936,wheat,flowering,0,medium,aphids
18.54,66.05,0.18,4.212,wheat,maturity,0,medium,aphids
19.2,61.26,0.0,3.744,sugarcane,flowering,0,medium,pyrilla
19.61,55.14,0.0,4.032000000000001,cotton,flowering,0,medium,aphids
19.48,52.74,0.21,5.148,rice,vegetative,1,medium,aphids
17.62,67.65,5.19,9.468,wheat,seedling,0,low,none
15.38,89.81,23.37,9.288,wheat,flowering,0,high,aphids
14.68,80.32,3.85,8.964,rice,flowering,0,medium,aphids
16.07,70.57,0.09,4.896000000000001,cotton,vegetative,1,high,aphids
16.21,65.51,0.0,8.46,rice,flowering,1,high,aphids
17.78,53.14,0.0,3.564,cotton,seedling,0,low,none
16.83,65.3,15.76,12.420000000000002,wheat,vegetative,0,low,none
17.81,73.82,7.91,8.892000000000001,cotton,seedling,0,low,none
16.78,66.13,5.23,8.028,sugarcane,seedling,1,medium,pyrilla
15.87,60.31,10.8,3.168,wheat,vegetative,1,high,aphids
16.52,63.35,0.73,4.104,sugarcane,flowering,0,medium,pyrilla
17.81,66.76,0.0,5.6160000000000005,rice,seedling,0,low,none
19.22,65.83,0.0,6.264,rice,seedling,0,low,none
19.7,69.19,0.05,5.5440000000000005,rice,seedling,1,medium,aphids
21.07,64.84,0.11,3.8880000000000003,cotton,seedling,0,low,none
21.75,59.4,0.0,4.5360000000000005,wheat,vegetative,0,medium,aphids
20.68,67.4,1.54,6.6240000000000006,rice,vegetative,0,medium,aphids
21.29,59.87,0.0,5.796,rice,maturity,1,high,aphids
21.41,62.54,0.04,4.32,wheat,maturity,1,medium,aphids
22.22,61.05,4.1,4.248,rice,seedling,1,medium,leaf_miner
22.87,56.82,0.01,4.104,sugarcane,flowering,0,medium,pyrilla
21.8,62.25,0.04,5.976,wheat,seedling,1,medium,aphids
18.78,84.88,18.53,10.8,wheat,flowering,0,high,aphids
20.0,67.81,0.75,5.652,wheat,seedling,0,low,none
20.36,61.61,0.0,8.136,sugarcane,maturity,0,low,none
19.74,65.65,0.0,6.48,wheat,maturity,1,medium,aphids
18.41,78.07,1.91,9.107999999999999,sugarcane,flowering,0,medium,pyrilla
22.33,60.28,0.0,6.516,wheat,seedling,1,medium,aphids
20.47,64.62,0.04,8.64,cotton,flowering,1,high,aphids
20.45,59.46,0.0,7.092,rice,maturity,0,medium,aphids
22.24,54.81,0.0,6.516,cotton,seedling,0,low,none
21.12,58.94,1.96,5.4,rice,seedling,0,low,none
23.96,46.96,0.0,6.5520000000000005,sugarcane,flowering,0,medium,pyrilla
21.3,63.78,0.55,5.796,cotton,vegetative,0,medium,aphids
21.91,60.16,0.03,6.912,wheat,flowering,0,medium,aphids
23.93,53.45,0.0,6.912,rice,maturity,1,medium,aphids
26.42,48.97,0.0,5.292,rice,maturity,1,medium,aphids
26.51,51.1,0.0,6.588,cotton,maturity,0,low,none
26.5,56.69,0.0,8.136,sugarcane,maturity,0,low,none
28.45,51.48,0.0,6.3,cotton,maturity,0,low,none
29.49,49.14,0.0,4.392,sugarcane,vegetative,1,high,shoot_borer
29.37,41.52,0.0,7.920000000000001,sugarcane,seedling,1,medium,shoot_borer
28.39,43.42,0.01,8.136,rice,flowering,0,medium,aphids
23.74,53.86,7.25,7.596,cotton,flowering,0,medium,aphids
26.17,49.4,2.28,8.82,cotton,maturity,1,medium,bollworm
25.57,51.79,0.4,8.208,sugarcane,flowering,0,medium,shoot_borer
23.3,61.25,3.19,6.912,cotton,maturity,0,low,none
24.37,55.01,1.42,7.092,wheat,vegetative,0,medium,aphids
26.9,46.07,0.0,5.796,wheat,vegetative,0,low,none
28.34,44.86,0.0,8.388,cotton,seedling,0,low,none
29.37,46.17,0.11,4.392,cotton,vegetative,1,high,bollworm
27.86,49.5,1.75,4.572,sugarcane,vegetative,1,high,shoot_borer
26.12,59.68,2.38,6.696000000000001,wheat,seedling,0,low,none
25.73,57.34,3.66,13.895999999999999,wheat,flowering,1,high,aphids
27.04,51.22,0.0,5.112,rice,maturity,0,low,none
29.35,49.34,0.0,4.968,sugarcane,maturity,1,high,shoot_borer
30.68,46.67,0.31,5.508,rice,flowering,0,high,aphids
31.65,45.14,0.0,6.588,wheat,seedling,1,medium,leaf_miner
31.49,43.3,1.39,7.488,sugarcane,flowering,1,high,shoot_borer
30.93,44.01,3.52,5.436,cotton,vegetative,0,medium,bollworm
29.71,48.21,2.7,3.06,sugarcane,seedling,1,medium,shoot_borer
30.05,42.75,0.05,5.724,cotton,seedling,1,high,bollworm
29.7,40.45,0.25,5.22,cotton,seedling,1,medium,bollworm
28.59,42.44,0.28,9.936,sugarcane,maturity,0,low,none
30.86,37.22,0.0,7.452,cotton,flowering,1,high,bollworm
32.33,36.27,0.01,6.156,rice,seedling,1,high,aphids
31.1,39.0,0.42,4.716,wheat,seedling,0,medium,leaf_miner
29.34,47.9,7.18,11.952,cotton,seedling,1,medium,bollworm
30.16,48.16,0.62,6.48,rice,flowering,0,high,aphids
30.54,44.16,0.89,5.472,cotton,maturity,0,medium,bollworm
30.18,50.94,8.33,5.5440000000000005,wheat,vegetative,0,medium,leaf_miner
29.81,47.96,0.14,9.756,rice,maturity,0,low,none
30.42,41.85,0.0,8.532,wheat,seedling,0,medium,leaf_miner
31.03,33.14,0.0,4.464,wheat,maturity,0,medium,leaf_miner
31.71,30.05,0.0,6.408,rice,maturity,1,high,aphids
31.09,28.33,0.0,9.324,rice,vegetative,0,medium,aphids
30.68,31.71,0.0,9.18,rice,flowering,0,medium,aphids
32.26,32.48,0.0,11.34,sugarcane,flowering,0,medium,shoot_borer
35.32,27.08,0.0,4.572,rice,maturity,0,medium,aphids
35.96,25.13,0.0,7.596,rice,maturity,1,high,aphids
35.56,27.44,0.22,9.54,rice,flowering,1,high,aphids
35.94,29.61,0.0,9.251999999999999,rice,flowering,1,high,aphids
36.84,27.23,0.0,7.128,cotton,vegetative,0,medium,aphids
37.01,24.76,0.3,8.208,sugarcane,seedling,0,medium,shoot_borer
35.1,28.96,0.68,16.416,wheat,maturity,0,low,none
32.9,39.04,2.6,14.976,rice,flowering,0,high,aphids
28.52,56.96,25.05,11.376000000000001,cotton,maturity,0,medium,bollworm
28.05,59.35,6.05,6.6240000000000006,cotton,maturity,1,high,bollworm
29.18,50.36,0.54,4.464,cotton,flowering,0,medium,bollworm
29.33,49.84,4.17,7.704000000000001,wheat,vegetative,1,high,leaf_miner
30.06,51.34,1.47,3.8160000000000003,rice,maturity,0,medium,aphids
31.83,41.34,0.16,4.5,sugarcane,vegetative,0,medium,shoot_borer
30.66,47.66,4.57,5.9399999999999995,sugarcane,flowering,0,medium,shoot_borer
28.7,56.25,16.25,7.056,cotton,seedling,0,medium,bollworm
31.05,45.97,0.86,4.356,wheat,seedling,1,medium,leaf_miner
33.08,42.9,0.0,4.068,wheat,maturity,0,medium,leaf_miner
34.33,40.05,0.04,4.716,wheat,flowering,0,high,leaf_miner
35.33,37.66,0.14,6.912,sugarcane,vegetative,1,high,shoot_borer
35.55,38.26,0.97,3.8880000000000003,cotton,maturity,0,medium,aphids
35.8,36.09,0.0,4.248,rice,flowering,0,high,aphids
36.26,33.53,1.07,3.8880000000000003,sugarcane,flowering,0,medium,shoot_borer
35.33,36.42,0.14,5.688000000000001,cotton,vegetative,0,medium,aphids
35.45,33.11,0.0,6.084,cotton,maturity,1,high,aphids
36.14,27.72,0.09,4.572,rice,flowering,1,high,aphids
35.55,29.08,0.0,7.02,rice,flowering,1,high,aphids
36.91,29.96,0.2,7.236,rice,flowering,0,high,aphids
37.28,29.76,0.44,4.392,wheat,vegetative,0,medium,leaf_miner
35.87,38.11,5.12,5.436,rice,maturity,1,high,aphids
35.8,36.72,2.17,6.12,cotton,maturity,0,medium,aphids
33.71,49.16,8.49,8.172,rice,maturity,0,medium,aphids
35.21,42.0,0.13,7.992000000000001,cotton,maturity,0,medium,aphids
34.15,51.69,3.83,10.620000000000001,sugarcane,seedling,0,low,none
34.21,51.91,1.9,8.1,wheat,seedling,0,medium,leaf_miner
35.56,43.99,0.07,5.436,sugarcane,maturity,1,high,shoot_borer
37.13,40.65,0.19,5.724,sugarcane,vegetative,1,high,shoot_borer
38.22,37.65,0.89,6.803999999999999,cotton,seedling,0,medium,aphids
35.32,46.15,1.97,9.468,sugarcane,flowering,0,high,shoot_borer
36.19,36.33,0.0,4.752000000000001,cotton,seedling,0,low,none
35.94,42.58,0.74,5.076,rice,flowering,1,high,aphids
36.98,41.22,2.2,7.344,rice,maturity,0,medium,aphids
38.38,33.8,0.0,4.86,cotton,seedling,1,high,aphids
36.82,42.42,4.06,11.376000000000001,rice,vegetative,0,medium,aphids
32.7,52.92,24.62,7.992000000000001,wheat,seedling,0,medium,leaf_miner
33.71,45.67,0.0,2.8800000000000003,sugarcane,seedling,0,medium,shoot_borer
32.72,54.97,13.37,8.316,wheat,seedling,1,high,leaf_miner
30.16,72.59,24.7,9.72,sugarcane,maturity,0,medium,top_borer
32.86,62.1,9.33,2.988,rice,vegetative,0,high,aphids
35.77,47.55,0.06,8.28,wheat,seedling,0,medium,leaf_miner
35.57,47.27,1.61,10.332,rice,vegetative,1,high,aphids
31.12,69.32,29.96,7.956,sugarcane,maturity,1,high,shoot_borer
32.82,60.04,0.03,5.148,cotton,flowering,0,high,bollworm
33.92,53.7,6.9,4.5360000000000005,cotton,seedling,1,high,aphids
33.46,52.37,0.13,7.344,wheat,vegetative,0,medium,leaf_miner
32.31,61.98,3.08,8.028,rice,vegetative,0,medium,aphids
33.04,61.42,1.47,6.768,rice,maturity,0,medium,aphids
33.34,64.06,10.97,3.528,wheat,seedling,0,medium,leaf_miner
33.12,63.33,10.01,6.84,cotton,flowering,1,high,aphids
33.67,57.34,1.26,6.8759999999999994,sugarcane,vegetative,1,high,shoot_borer
30.83,68.13,15.53,5.688000000000001,wheat,seedling,0,medium,leaf_miner
30.46,62.79,1.66,5.436,sugarcane,flowering,0,high,shoot_borer
31.82,55.25,0.06,4.788,cotton,vegetative,1,high,bollworm
31.88,55.53,0.1,7.164,rice,vegetative,1,high,aphids
31.87,62.08,1.14,7.776000000000001,cotton,flowering,0,high,bollworm
32.37,61.6,4.29,3.24,wheat,flowering,1,high,leaf_miner
33.36,54.86,0.73,6.156,rice,maturity,0,medium,aphids
34.56,53.46,8.82,5.9399999999999995,wheat,seedling,0,low,none
34.4,56.66,12.6,5.904,wheat,seedling,1,high,leaf_miner
30.91,70.88,10.36,7.308,cotton,maturity,0,medium,whitefly
30.81,74.33,19.33,5.760000000000001,wheat,vegetative,0,medium,stem_borer
31.87,67.9,5.89,4.788,cotton,flowering,0,high,bollworm
31.92,68.43,16.56,5.904,rice,flowering,1,high,aphids
33.57,61.6,4.77,5.58,cotton,flowering,1,high,aphids
34.11,58.36,6.01,4.896000000000001,rice,vegetative,0,high,aphids
32.9,62.5,3.24,5.796,cotton,flowering,0,high,bollworm
32.1,67.31,3.51,4.464,sugarcane,flowering,0,high,shoot_borer
31.2,69.35,0.95,9.504000000000001,sugarcane,maturity,0,medium,shoot_borer
31.89,69.4,8.57,3.24,wheat,vegetative,0,high,leaf_miner
32.13,71.24,17.67,5.112,cotton,seedling,1,high,whitefly
32.08,71.42,16.49,3.492,cotton,maturity,0,medium,whitefly
31.04,76.13,11.85,6.264,rice,maturity,0,medium,stem_borer
31.75,74.17,19.99,8.676,wheat,seedling,0,medium,stem_borer
31.65,76.14,12.67,6.9479999999999995,cotton,maturity,0,high,whitefly
30.21,80.71,3.48,7.344,wheat,vegetative,1,high,stem_borer
30.37,77.51,4.11,4.680000000000001,sugarcane,flowering,0,high,top_borer
31.01,73.32,1.61,4.32,cotton,vegetative,0,high,whitefly
